Title,Description,Genre,Rated,Running Time(mins),Release Date,Director,Cast,Primary Country,International,Lead Production Company,Multiple Production Companies,Wins,Nominations,IMDb Votes,IMDb Score,Plot,Cleaned_Description,clean_plot,plot_sentiment,plot_subjectivity,Release Year,Release Month,netflix_director,Popular Actors,Running_bin
Ginny Weds Sunny,"The film follows headstrong Ginny who meets Sunny for an arranged marriage, but turns him down, and then shows how Sunny teams up with Ginny's mother to win her love.","Comedy, Drama, Romance",Mature Audiences,126,2020-10-09,Puneet Khanna,"['Yami Gautam', 'Vikrant Massey', 'Ayesha Raza Mishra']",India,0,Soundrya Production,0,1,2,5112.0,5.7,"Delhi girl Ginny lives with her matchmaker mother and is set up with Sunny, who has given up on the idea of love. He just wants to get married and settle down. But, the match is not that simple. As Ginny meets Sunny, there's a lot more that comes to the fore than previously imagined in this tale of love, life, weddings and music.",the film follows headstrong ginny who meets sunny for an arranged marriage but turns him down and then shows how sunny teams up with ginnys mother to win her love,delhi girl ginny lives with her matchmaker mother and is set up with sunny who has given up on the idea of love he just wants to get married and settle down but the match is not that simple as ginny meets sunny theres a lot more that comes to the fore than previously imagined in this tale of love life weddings and music,0.2034722222222222,0.3578373015873016,2020,10,0,0,Long
The Forty-Year-Old Version,"Radha is a down-on-her-luck NY playwright, who is desperate for a breakthrough before 40. Reinventing herself as rapper RadhaMUSPrime, she vacillates between the worlds of Hip Hop and theater in order to find her true voice.","Comedy, Drama",Mature Audiences,129,2020-01-25,Radha Blank,"['Radha Blank', 'Peter Kim', 'Oswin Benjamin']",United States,0,New Slate Ventures,1,23,43,5356.0,7.2,"Radha is a down-on-her-luck NY playwright, who is desperate for a breakthrough before 40. Reinventing herself as rapper RadhaMUSPrime, she vacillates between the worlds of Hip Hop and theater in order to find her true voice.",radha is a downonherluck ny playwright who is desperate for a breakthrough before 40 reinventing herself as rapper radhamusprime she vacillates between the worlds of hip hop and theater in order to find her true voice,radha is a downonherluck ny playwright who is desperate for a breakthrough before 40 reinventing herself as rapper radhamusprime she vacillates between the worlds of hip hop and theater in order to find her true voice,-0.125,0.825,2020,1,0,0,Long
A Babysitter's Guide to Monster Hunting,A babysitter embarks on a mission to save a child who's been abducted by monsters.,"Comedy, Family, Fantasy",Parental Guidance,94,2020-10-15,Rachel Talalay,"['Tamara Smart', 'Oona Laurence', 'Tom Felton']",United States,0,The Montecito Picture Company,1,2,2,4617.0,5.4,A babysitter embarks on a mission to save a child who's been abducted by monsters.,a babysitter embarks on a mission to save a child whos been abducted by monsters,a babysitter embarks on a mission to save a child whos been abducted by monsters,0.0,0.0,2020,10,0,0,Medium
Love Like the Falling Rain,"Kevin and Nara have been friends since childhood and they promise to always be best friends. But when Nara falls in love with a mysterious boy, Kevin feels that there is no hope for him to be with her forever.","Adventure, Drama, Fantasy",Mature Audiences,86,2020-10-15,Lasja F. Susatyo,"['Jefri Nichol', 'Aurora Ribero', 'Axel Matthew Thomas']",Indonesia,0,IFI Sinema Screenplay Films,0,0,0,217.0,4.8,"Kevin and Nara have been friends since childhood, although they love each other, they promise to always be Best Friends Forever. Kevin, who turns out to be more than a friend, never dared to confess his feelings to Nara. In fact, Kevin often accompanies Nara through difficult times when her romance fails. When Nara falls in love with the mysterious rock climbing boy Juned, Kevin feels that there is no hope for him to be with Nara forever. Humans can only plan, but God decides, can Kevin and Nara be put together? Or both of them choose their own path?",kevin and nara have been friends since childhood and they promise to always be best friends but when nara falls in love with a mysterious boy kevin feels that there is no hope for him to be with her forever,kevin and nara have been friends since childhood although they love each other they promise to always be best friends forever kevin who turns out to be more than a friend never dared to confess his feelings to nara in fact kevin often accompanies nara through difficult times when her romance fails when nara falls in love with the mysterious rock climbing boy juned kevin feels that there is no hope for him to be with nara forever humans can only plan but god decides can kevin and nara be put together or both of them choose their own path,0.1975,0.6675,2020,10,0,0,Medium
The Trial of the Chicago 7,"The story of 7 people on trial stemming from various charges surrounding the uprising at the 1968 Democratic National Convention in Chicago, Illinois.","Drama, History, Thriller",Mature Audiences,130,2020-10-16,Aaron Sorkin,"['Eddie Redmayne', 'Alex Sharp', 'Sacha Baron Cohen']",United States,1,Paramount Pictures,1,58,191,186361.0,7.7,"In Chicago 1968, the Democratic Party Convention was met with protests from activists like the moderate Students for a Democratic Society led by Tom Hayden and the militant Yippies led by Abbie Hoffman and Jerry Rubin, which led to violent confrontations with the local authorities. As a result, seven of the accused ringleaders are arraigned on charges like Conspiracy by the hostile Nixon administration, including Bobby Seale of the Black Panthers who was not involved in the incident. What follows is an unfair trial presided by the belligerent Judge Hoffman (No relation) and prosecuted by a reluctant but duty-bound Richard Schultz. As their pro bono lawyers face such odds, Hayden and his fellows are frustrated by the Yippies' outrageous antics undermining their defense in defiance of the system even while Seale is denied a chance to defend himself his way. Along the way, the Chicago 7 clash in their political philosophies even as they learn they need each other in this fight.",the story of 7 people on trial stemming from various charges surrounding the uprising at the 1968 democratic national convention in chicago illinois,in chicago 1968 the democratic party convention was met with protests from activists like the moderate students for a democratic society led by tom hayden and the militant yippies led by abbie hoffman and jerry rubin which led to violent confrontations with the local authorities as a result seven of the accused ringleaders are arraigned on charges like conspiracy by the hostile nixon administration including bobby seale of the black panthers who was not involved in the incident what follows is an unfair trial presided by the belligerent judge hoffman no relation and prosecuted by a reluctant but dutybound richard schultz as their pro bono lawyers face such odds hayden and his fellows are frustrated by the yippies outrageous antics undermining their defense in defiance of the system even while seale is denied a chance to defend himself his way along the way the chicago 7 clash in their political philosophies even as they learn they need each other in this fight,-0.3291666666666667,0.5308333333333334,2020,10,0,0,Long
Rebecca,A self-conscious woman juggles adjusting to her new role as an aristocrat's wife and avoiding being intimidated by his first wife's spectral presence.,"Drama, Film-Noir, Mystery",General Audiences,121,1940-04-12,Ben Wheatley,"['Laurence Olivier', 'Joan Fontaine', 'George Sanders']",United States,0,Working Title Films,1,7,10,141946.0,8.1,"A shy lady's companion, staying in Monte Carlo with her stuffy employer, meets the wealthy Maxim de Winter (Sir Laurence Olivier). She and Max fall in love, marry, and return to Manderley, his large country estate in Cornwall. Max is still troubled by the death of his first wife, Rebecca, in a boating accident the year before. The second Mrs. de Winter (Joan Fontaine) clashes with the housekeeper, Mrs. Danvers (Dame Judith Anderson), and discovers that Rebecca still has a strange hold on everyone at Manderley.",a selfconscious woman juggles adjusting to her new role as an aristocrats wife and avoiding being intimidated by his first wifes spectral presence,a shy ladys companion staying in monte carlo with her stuffy employer meets the wealthy maxim de winter sir laurence olivier she and max fall in love marry and return to manderley his large country estate in cornwall max is still troubled by the death of his first wife rebecca in a boating accident the year before the second mrs de winter joan fontaine clashes with the housekeeper mrs danvers dame judith anderson and discovers that rebecca still has a strange hold on everyone at manderley,0.05178571428571429,0.5014880952380952,1940,4,0,0,Long
Cadaver,"In the starving aftermath of a nuclear disaster, a family of three attends a charitable event at a hotel, which takes a dark turn when people start to disappear.","Drama, Horror, Thriller",Mature Audiences,86,2020-10-22,Jarand Herdal,"['Thorbjørn Harr', 'Maria Grazia Di Meo', 'Thomas Gullestad']",Norway,0,SF Studios,0,0,1,11523.0,5.2,"In the aftermath of a nuclear disaster, a starving family finds hope in a charismatic hotel owner. Lured by the prospect of a free dinner, they discover that the evening's entertainment blurs the lines between performance and reality. Will they wind up the spectators or become the spectacle?",in the starving aftermath of a nuclear disaster a family of three attends a charitable event at a hotel which takes a dark turn when people start to disappear,in the aftermath of a nuclear disaster a starving family finds hope in a charismatic hotel owner lured by the prospect of a free dinner they discover that the evenings entertainment blurs the lines between performance and reality will they wind up the spectators or become the spectacle,0.45,0.9,2020,10,0,0,Medium
Over the Moon,"In this animated musical, a girl builds a rocket ship and blasts off, hoping to meet a mythical moon goddess.","Animation, Adventure, Comedy",Parental Guidance,100,2020-10-17,Glen Keane,"['Glen Keane', 'Brycen Hall', 'Ruthie Ann Miles']",China,1,Netflix,1,3,61,24108.0,6.3,"Having grown up hearing her mother's favourite legend about Chang'e, pale moon's goddess who lives alone on the silent celestial body pining for Hou Yi, her long-lost lover, the brilliant thirteen-year-old girl, Fei Fei, is in for an unpleasant surprise. Then, as if that weren't enough, her doting father catches her off-guard by making a life-altering announcement, and Fei Fei's whole world comes crashing down around her. Now, determined to prove him wrong, Fei Fei sets out to build a home-made rocket and blast off to the stars. Does true love last forever?",in this animated musical a girl builds a rocket ship and blasts off hoping to meet a mythical moon goddess,having grown up hearing her mothers favourite legend about change pale moons goddess who lives alone on the silent celestial body pining for hou yi her longlost lover the brilliant thirteenyearold girl fei fei is in for an unpleasant surprise then as if that werent enough her doting father catches her offguard by making a lifealtering announcement and fei feis whole world comes crashing down around her now determined to prove him wrong fei fei sets out to build a homemade rocket and blast off to the stars does true love last forever,0.0394949494949495,0.5123232323232323,2020,10,0,0,Medium
Holidate,"Fed up with being single on holidays, two strangers agree to be each other's platonic plus-ones all year long, only to catch real feelings along the way.","Comedy, Romance",Mature Audiences,104,2020-10-28,John Whitesell,"['Emma Roberts', 'Luke Bracey', 'Kristin Chenoweth']",United States,0,Wonderland Sound and Vision,0,2,0,73005.0,6.1,"Randomly meeting at a store return counter introduces Sloane to Jackson. Both tired of nightmare dates (him) and meddling family (her) during the holidays, they strike an arrangement, whereby they meet as a couple only during the holidays to make life at the very least tolerable. Slowly, so slowly, while scoffing at the cliches of romance (and to their surprise), their relationship grows into something deeper.",fed up with being single on holidays two strangers agree to be each others platonic plusones all year long only to catch real feelings along the way,randomly meeting at a store return counter introduces sloane to jackson both tired of nightmare dates him and meddling family her during the holidays they strike an arrangement whereby they meet as a couple only during the holidays to make life at the very least tolerable slowly so slowly while scoffing at the cliches of romance and to their surprise their relationship grows into something deeper,-0.318,0.624,2020,10,0,0,Medium
Nobody Sleeps in the Woods Tonight,A group of technology-dependent teenagers goes to offline camp and faces a deadly danger lurking in the woods.,"Fantasy, Horror, Mystery",Mature Audiences,102,2020-10-28,Bartosz M. Kowalski,"['Julia Wieniawa-Narkiewicz', 'Michal Lupa', 'Wiktoria Gasiewska']",Poland,0,Akson Studio,1,0,1,13249.0,4.9,"A group of technology-dependent teenagers goes to - offline camp. Common hiking in the woods without access to smartphones will not end, however, as planned by the organizers. They will have to fight for real life with something that they have not seen even in the darkest corners of the Internet. In the face of deadly danger lurking in the woods, they will discover what true friendship, love and sacrifice are.",a group of technologydependent teenagers goes to offline camp and faces a deadly danger lurking in the woods,a group of technologydependent teenagers goes to  offline camp common hiking in the woods without access to smartphones will not end however as planned by the organizers they will have to fight for real life with something that they have not seen even in the darkest corners of the internet in the face of deadly danger lurking in the woods they will discover what true friendship love and sacrifice are,0.11000000000000001,0.49000000000000005,2020,10,0,0,Medium
His House,"A refugee couple makes a harrowing escape from war-torn South Sudan, but then they struggle to adjust to their new life in an English town that has an evil lurking beneath the surface.","Drama, Horror, Thriller",Mature Audiences,93,2020-01-27,Remi Weekes,"['Sope Dirisu', 'Wunmi Mosaku', 'Malaika Wakoli-Abigaba']",United Kingdom,0,Regency Enterprises,1,8,37,45446.0,6.5,"A refugee couple makes a harrowing escape from war-torn South Sudan, but then they struggle to adjust to their new life in an English town that has an evil lurking beneath the surface.",a refugee couple makes a harrowing escape from wartorn south sudan but then they struggle to adjust to their new life in an english town that has an evil lurking beneath the surface,a refugee couple makes a harrowing escape from wartorn south sudan but then they struggle to adjust to their new life in an english town that has an evil lurking beneath the surface,-0.2878787878787879,0.48484848484848486,2020,1,0,0,Medium
Kaali Khuhi,"Shivangi, a 10 year old girl, is put to the ultimate test to save her family's village from the restless ghosts of its horrific past.","Drama, Horror, Mystery",Mature Audiences,90,2020-10-30,Terrie Samundra,"['Shabana Azmi', 'Sanjeeda Sheikh', 'Samuel John']",India,0,Manomay Motion Picture,0,1,0,1353.0,3.6,In stormy rainy night a girl enters an house the old lady gives her shelter but collapses after knowing about her.Shivangi a ten year old sees reflection in a well which she wasn't expecting her parents Darshan and Priya have an argument over going to visit the village to meet her ailing grandmother whose the same old lady.Upon reaching the village Shivani starts seeing a girl in the house and nothing seems to be fine.Satya Masi finally revels about and old curse of village where many female babies were dumped in a well in cruel way.,shivangi a 10 year old girl is put to the ultimate test to save her familys village from the restless ghosts of its horrific past,in stormy rainy night a girl enters an house the old lady gives her shelter but collapses after knowing about hershivangi a ten year old sees reflection in a well which she wasnt expecting her parents darshan and priya have an argument over going to visit the village to meet her ailing grandmother whose the same old ladyupon reaching the village shivani starts seeing a girl in the house and nothing seems to be finesatya masi finally revels about and old curse of village where many female babies were dumped in a well in cruel way,-0.009999999999999998,0.35916666666666663,2020,10,0,0,Medium
Rogue City,"Caught in the cross hairs of police corruption and Marseille's warring gangs, a loyal cop must protect his squad by taking matters into his own hands.","Action, Crime, Drama",Mature Audiences,116,2020-10-30,Olivier Marchal,"['Lannick Gautry', 'Stanislas Merhar', 'Kaaris']",France,0,Gaumont,1,0,0,9597.0,6.1,"Marseille. Everything begins with carnage worthy of the killing of the Bar du Telephone, caused by the men of the Orsoni clan. Richard Vronski, a cop of the anti-gang brigade with unorthodox methods, finds himself in charge of the investigation, facing his rivals of the BRB, commanded by Costa, a police major in the troubled actions. A new director, Divisional Commissioner Angel Leonetti arrives to tidy up Marseille and master the crazy dogs on his team. But all will quickly realize that you get nothing without sacrifices or risk taking. Especially when the Commissioner's daughter rubs with the anti-gang, that the men of the northern cities attack the Corsicans, that a key witness is assassinated while in police custody and that the police force sends his most bitter agent . So Vronski and his men, to save their skin, will skid on a fast go of the most dangerous .",caught in the cross hairs of police corruption and marseilles warring gangs a loyal cop must protect his squad by taking matters into his own hands,marseille everything begins with carnage worthy of the killing of the bar du telephone caused by the men of the orsoni clan richard vronski a cop of the antigang brigade with unorthodox methods finds himself in charge of the investigation facing his rivals of the brb commanded by costa a police major in the troubled actions a new director divisional commissioner angel leonetti arrives to tidy up marseille and master the crazy dogs on his team but all will quickly realize that you get nothing without sacrifices or risk taking especially when the commissioners daughter rubs with the antigang that the men of the northern cities attack the corsicans that a key witness is assassinated while in police custody and that the police force sends his most bitter agent  so vronski and his men to save their skin will skid on a fast go of the most dangerous ,0.06182359307359308,0.7253246753246755,2020,10,0,0,Medium
The Day of the Lord,A retired priest hunted by his sins is pulled back into darkness when a friend begs him to help his possessed daughter.,"Drama, Horror, Thriller",Not Rated,93,2020-10-30,Santiago Alvarado Ilarri,"['Juli Fàbregas', 'Hector Illanes', 'Dolores Heredia']",Mexico,1,Invico Capital,1,0,0,1132.0,5.0,A retired priest hunted by his sins is pulled back into darkness when a friend begs him to help his possessed daughter.,a retired priest hunted by his sins is pulled back into darkness when a friend begs him to help his possessed daughter,a retired priest hunted by his sins is pulled back into darkness when a friend begs him to help his possessed daughter,0.0,0.0,2020,10,0,0,Medium
Operation Christmas Drop,"Congressional aide Erica forgoes family Christmas to travel at her boss's behest. At a beach side Air Force base, she clashes with Capt. Andrew Jantz, who knows her assignment is finding reasons to defund the facility.","Comedy, Family, Romance",Parental Guidance,95,2020-11-05,Martin Wood,"['Kat Graham', 'Alexander Ludwig', 'Trezzo Mahoro']",United States,0,MPCA,1,1,1,12428.0,5.8,"Congressional aide Erica (Graham) forgoes family Christmas to travel at her boss's behest. At a beachside Air Force base, she clashes with Capt. Andrew Jantz (Ludwig), who knows her assignment is finding reasons to defund the facility.",congressional aide erica forgoes family christmas to travel at her bosss behest at a beach side air force base she clashes with capt andrew jantz who knows her assignment is finding reasons to defund the facility,congressional aide erica graham forgoes family christmas to travel at her bosss behest at a beachside air force base she clashes with capt andrew jantz ludwig who knows her assignment is finding reasons to defund the facility,-0.8,1.0,2020,11,0,1,Medium
Citation,A bright student in Nigeria takes on the academic establishment when she reports a popular professor who tried to rape her. Based on real events.,"Drama, Thriller",Mature Audiences,151,2020-10-31,Kunle Afolayan,"['Jimmy Jean-Louis', 'Ini Edo', 'Yomi Fash-Lanso']",Nigeria,0,Golden Effects,0,1,6,1015.0,6.1,A bright student in Nigeria takes on the academic establishment when she reports a popular professor who tried to rape her. Based on real events.,a bright student in nigeria takes on the academic establishment when she reports a popular professor who tried to rape her based on real events,a bright student in nigeria takes on the academic establishment when she reports a popular professor who tried to rape her based on real events,0.375,0.5,2020,10,1,0,Long
What We Wanted,A couple facing fertility issues finds their marriage tested on a vacation to a Sardinian resort - and the family next door only adds to the tension.,Drama,Mature Audiences,93,2020-11-11,Ulrike Kofler,"['Lavinia Wilson', ""Elyas M'Barek"", 'Anna Unterberger']",Austria,0,Film AG,0,0,7,1950.0,5.9,"Alice and Niklas are happy, they lack nothing - but a child. After several failed invitros, they go on a holiday to Sardinia to leave their wish for a child behind. Right there, however, everything they tried to repress resurfaces. A cheerful Tyrolean family moves directly into the neighboring house and seems to have everything that Alice and Niklas lack in life. An unforeseen incident changes their view on life, in which the most natural thing in the world does not avail.",a couple facing fertility issues finds their marriage tested on a vacation to a sardinian resort and the family next door only adds to the tension,alice and niklas are happy they lack nothing  but a child after several failed invitros they go on a holiday to sardinia to leave their wish for a child behind right there however everything they tried to repress resurfaces a cheerful tyrolean family moves directly into the neighboring house and seems to have everything that alice and niklas lack in life an unforeseen incident changes their view on life in which the most natural thing in the world does not avail,0.14285714285714288,0.5373015873015873,2020,11,0,0,Medium
Ludo,"From a resurfaced sex tape to a rogue suitcase of money, four wildly different stories overlap at the whims of fate, chance and one eccentric criminal.","Action, Comedy, Crime",Mature Audiences,150,2020-11-12,Anurag Basu,"['Pankaj Tripathi', 'Abhishek Bachchan', 'Rajkummar Rao']",India,0,T-Series,0,18,37,41642.0,7.6,"From a resurfaced sex tape to a rogue suitcase of money, four wildly different stories overlap at the whims of fate, chance and one eccentric criminal. Now these misfits, miscreants, lovers and losers are all unwitting pawns in this unpredictable game. The only way home? Keep playing.",from a resurfaced sex tape to a rogue suitcase of money four wildly different stories overlap at the whims of fate chance and one eccentric criminal,from a resurfaced sex tape to a rogue suitcase of money four wildly different stories overlap at the whims of fate chance and one eccentric criminal now these misfits miscreants lovers and losers are all unwitting pawns in this unpredictable game the only way home keep playing,-0.16666666666666669,0.6071428571428571,2020,11,0,1,Long
Jingle Jangle: A Christmas Journey,"An imaginary world comes to life in a holiday tale of an eccentric toymaker, his adventurous granddaughter, and a magical invention that has the power to change their lives forever.","Family, Fantasy, Musical",Parental Guidance,122,2020-11-13,David E. Talbert,"['Forest Whitaker', 'Keegan-Michael Key', 'Hugh Bonneville']",United States,0,Golden Girl,1,4,22,19707.0,6.5,"In the gloriously vibrant town of Cobbleton, legendary toymaker Jeronicus Jangle's (Forest Whitaker) fanciful inventions burst with whimsy and wonder. But when his trusted apprentice (Keegan-Michael Key) steals his most prized creation, it's up to his equally bright and inventive granddaughter (Madalen Mills) - and a long-forgotten invention - to heal old wounds and reawaken the magic within.",an imaginary world comes to life in a holiday tale of an eccentric toymaker his adventurous granddaughter and a magical invention that has the power to change their lives forever,in the gloriously vibrant town of cobbleton legendary toymaker jeronicus jangles forest whitaker fanciful inventions burst with whimsy and wonder but when his trusted apprentice keeganmichael key steals his most prized creation its up to his equally bright and inventive granddaughter madalen mills  and a longforgotten invention  to heal old wounds and reawaken the magic within,0.43333333333333335,0.7291666666666666,2020,11,1,1,Long
The Life Ahead,"In seaside Italy, a Holocaust survivor with a daycare business takes in a 12-year-old street kid who recently robbed her.",Drama,Parental Guidance,95,2020-11-06,Edoardo Ponti,"['Sophia Loren', 'Ibrahima Gueye', 'Renato Carpentieri']",Italy,0,Palomar,1,14,36,15006.0,6.8,"In seaside Italy, a Holocaust survivor with a daycare business takes in a 12-year-old street kid who recently robbed her.",in seaside italy a holocaust survivor with a daycare business takes in a 12yearold street kid who recently robbed her,in seaside italy a holocaust survivor with a daycare business takes in a 12yearold street kid who recently robbed her,0.0,0.25,2020,11,0,0,Medium
The Princess Switch: Switched Again,"When Duchess Margaret unexpectedly inherits the throne to Montenaro and hits a rough patch with Kevin, it's up to her double Stacy to save the day before a new lookalike, party girl Fiona foils their plans.","Comedy, Drama, Family",Parental Guidance,98,2020-11-19,Mike Rohl,"['John Jack', 'Vanessa Hudgens', 'Sam Palladio']",United States,0,MPCA,1,1,1,12668.0,5.4,"When Duchess Margaret unexpectedly inherits the throne to Montenaro and hits a rough patch with Kevin, it's up to her double Stacy to save the day before a new lookalike, party girl Fiona foils their plans.",when duchess margaret unexpectedly inherits the throne to montenaro and hits a rough patch with kevin its up to her double stacy to save the day before a new lookalike party girl fiona foils their plans,when duchess margaret unexpectedly inherits the throne to montenaro and hits a rough patch with kevin its up to her double stacy to save the day before a new lookalike party girl fiona foils their plans,0.03409090909090909,0.4636363636363636,2020,11,1,1,Medium
Christmas on the Square,"An embittered scrooge of a woman plans to sell her small town, regardless of the consequences to the people who live there. However, a kindhearted angel arrives and shows her what would happen before she mends her ways and redeems...","Comedy, Family, Musical",Parental Guidance,98,2020-11-22,Debbie Allen,"['Dolly Parton', 'Jenifer Lewis', 'Josh Segarra']",United States,0,Warner Bros. Television,1,2,4,2923.0,5.2,"An embittered scrooge of a woman plans to sell her small town, regardless of the consequences to the people who live there. However, a kindhearted angel arrives and shows her what would happen before she mends her ways and redeems herself.",an embittered scrooge of a woman plans to sell her small town regardless of the consequences to the people who live there however a kindhearted angel arrives and shows her what would happen before she mends her ways and redeems,an embittered scrooge of a woman plans to sell her small town regardless of the consequences to the people who live there however a kindhearted angel arrives and shows her what would happen before she mends her ways and redeems herself,-0.05681818181818182,0.45,2020,11,0,0,Medium
Hillbilly Elegy,"An urgent phone call pulls a Yale Law student back to his Ohio hometown, where he reflects on three generations of family history and his own future.",Drama,Mature Audiences,115,2020-11-11,Ron Howard,"['Amy Adams', 'Glenn Close', 'Gabriel Basso']",United States,0,Imagine Entertainment,0,5,33,44817.0,6.7,"Based on the bestselling memoir by J.D. Vance, HILLBILLY ELEGY is a modern exploration of the American Dream and three generations of an Appalachian family as told by its youngest member, a Yale Law student forced to return to his hometown.",an urgent phone call pulls a yale law student back to his ohio hometown where he reflects on three generations of family history and his own future,based on the bestselling memoir by jd vance hillbilly elegy is a modern exploration of the american dream and three generations of an appalachian family as told by its youngest member a yale law student forced to return to his hometown,-0.03333333333333335,0.16666666666666666,2020,11,0,0,Medium
Notes for My Son,A woman with terminal cancer decides to keep a notebook full of musings on life and love for her toddler son to read after she dies.,Drama,Mature Audiences,84,2020-11-24,Carlos Sorin,"['Valeria Bertuccelli', 'Esteban Lamothe', 'Julian Sorin']",Argentina,0,Pampa Films,0,0,1,985.0,6.4,A woman with terminal cancer decides to keep a notebook full of musings on life and love for her toddler son to read after she dies.,a woman with terminal cancer decides to keep a notebook full of musings on life and love for her toddler son to read after she dies,a woman with terminal cancer decides to keep a notebook full of musings on life and love for her toddler son to read after she dies,0.425,0.575,2020,11,0,0,Medium
The Beast,In order to inherit a fortune a young woman agrees to marry a young man. She soon discovers that his family harbours a dark past involving a monstrous beast.,"Drama, Fantasy, Horror",Not Rated,97,1977-04-15,Ludovico Di Martino,"['Sirpa Lane', 'Lisbeth Hummel', 'Elisabeth Kaza']",France,0,Groenlandia,1,0,0,5122.0,5.7,"Under the condition that within six months from the death of the accomplished businessman Philip Broadhurst, his beloved daughter and heiress to his immense fortune Lucy gets married to Marquis Pierre de l'Esperance's son Mathurin, innocent fair Lucy heads with her aunt to the crumbling estate of her soon-to-be husband. But the once noble estate is nestled deep in the French dense woods, where centuries ago, a wild and ravenous supernatural beast roamed the very forests driven by a raw and unquenchable lust for virginal unprotected girls. Before long, young Lucy completely unaware of the menacing legend and the strange rumours that cloud the family's name will begin experiencing appalling, yet sensually charged visions of an unprecedented vividness. Is there a bit of truth in the legend of the Beast of Gévaudan?",in order to inherit a fortune a young woman agrees to marry a young man she soon discovers that his family harbours a dark past involving a monstrous beast,under the condition that within six months from the death of the accomplished businessman philip broadhurst his beloved daughter and heiress to his immense fortune lucy gets married to marquis pierre de lesperances son mathurin innocent fair lucy heads with her aunt to the crumbling estate of her soontobe husband but the once noble estate is nestled deep in the french dense woods where centuries ago a wild and ravenous supernatural beast roamed the very forests driven by a raw and unquenchable lust for virginal unprotected girls before long young lucy completely unaware of the menacing legend and the strange rumours that cloud the familys name will begin experiencing appalling yet sensually charged visions of an unprecedented vividness is there a bit of truth in the legend of the beast of gévaudan,0.1217948717948718,0.5814102564102566,1977,4,0,0,Medium
The Call,"When a veteran 911 operator takes a life-altering call from a teenage girl who has just been abducted, she realizes that she must confront a killer from her past in order to save the girl's life.","Drama, Thriller",Mature Audiences,112,2013-03-15,Lee Chung-hyun,"['Halle Berry', 'Evie Thompson', 'Abigail Breslin']",United States,0,Yong Film,0,1,11,127023.0,6.7,"Jordan Turner (Halle Berry) is an experienced 911 operator but when she makes an error in judgment and a call ends badly, Jordan is rattled and unsure if she can continue, but then teenager Casey Welson (Abigail Breslin) is abducted and calls 911. Jordan is the one called upon to use all of her experience, insights and quick thinking to try to help Casey escape and also to make sure the man is brought to justice.",when a veteran 911 operator takes a lifealtering call from a teenage girl who has just been abducted she realizes that she must confront a killer from her past in order to save the girls life,jordan turner halle berry is an experienced 911 operator but when she makes an error in judgment and a call ends badly jordan is rattled and unsure if she can continue but then teenager casey welson abigail breslin is abducted and calls 911 jordan is the one called upon to use all of her experience insights and quick thinking to try to help casey escape and also to make sure the man is brought to justice,0.2333333333333334,0.7388888888888888,2013,3,0,0,Medium
Finding Agnes,"On an emotional journey in Morocco, an entrepreneur pieces together the turbulent life of his estranged mother and meets her adopted daughter.",Drama,Not Rated,105,2020-11-30,Marla Ancheta,"['Jelson Bay', 'Sue Ramirez', 'Sandy Andolong']",Philippines,0,Mavx Productions,0,0,6,167.0,5.0,"On an emotional journey in Morocco, an entrepreneur pieces together the turbulent life of his estranged mother and meets her adopted daughter.",on an emotional journey in morocco an entrepreneur pieces together the turbulent life of his estranged mother and meets her adopted daughter,on an emotional journey in morocco an entrepreneur pieces together the turbulent life of his estranged mother and meets her adopted daughter,0.0,0.65,2020,11,0,0,Medium
Just Another Christmas,"Stuck in a time loop where it's forever Christmas, a family man who hates the holiday starts to learn valuable lessons about what's important in life.","Comedy, Drama",Not Rated,101,2020-12-03,Roberto Santucci,"['Arianne Botelho', 'Ashley Adler', 'Kevin Andrew Rivera']",Brazil,0,Camisa Listrada Films,1,0,0,5132.0,6.7,"Stuck in a time loop where it's forever Christmas, a family man who hates the holiday starts to learn valuable lessons about what's important in life.",stuck in a time loop where its forever christmas a family man who hates the holiday starts to learn valuable lessons about whats important in life,stuck in a time loop where its forever christmas a family man who hates the holiday starts to learn valuable lessons about whats important in life,0.4,1.0,2020,12,0,0,Medium
Christmas Crossfire,"A man foils an attempted murder, then flees the crew of would-be killers along with their intended target as a woman he's just met tries to find him.","Comedy, Crime, Thriller",Mature Audiences,105,2020-12-04,Detlev Buck,"['Kostja Ullmann', 'Alli Neumann', 'Sascha Alexander Gersak']",Germany,0,DCM Productions,1,0,0,1520.0,4.8,"A man foils an attempted murder, then flees the crew of would-be killers along with their intended target as a woman he's just met tries to find him.",a man foils an attempted murder then flees the crew of wouldbe killers along with their intended target as a woman hes just met tries to find him,a man foils an attempted murder then flees the crew of wouldbe killers along with their intended target as a woman hes just met tries to find him,-0.1,0.4,2020,12,0,0,Medium
